ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
197,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",13-2021,Appraisers & Assessors of Real Estate,368,$37.10,$28.62,$37.45,$48.45,$77175.00
198,2017,44060,"Spokane-Spokane Valley, WA",13-2021,Appraisers & Assessors of Real Estate,,$26.83,$18.07,$25.16,$35.02,$55797.00
199,2017,47460,"Walla Walla, WA",13-2021,Appraisers & Assessors of Real Estate,14,$34.18,$21.12,$29.16,$53.85,$71103.00
200,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),13-2021,Appraisers & Assessors of Real Estate,30,$26.75,$22.25,$25.96,$30.97,$55634.00
201,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),13-2021,Appraisers & Assessors of Real Estate,41,$22.53,$15.21,$21.99,$26.25,$46878.00
202,2017,530004,Eastern WA Nonmetropolitan Area (NMA),13-2021,Appraisers & Assessors of Real Estate,11,,,,,
203,2017,53,Washington State,23-1022,"Arbitrators, Mediators, & Conciliators",150,$33.80,$22.51,$32.72,$43.12,$70297.00
204,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",23-1022,"Arbitrators, Mediators, & Conciliators",32,$33.28,$27.83,$34.26,$38.70,$69214.00
205,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",23-1022,"Arbitrators, Mediators, & Conciliators",95,$36.12,$21.75,$35.20,$48.22,$75128.00
206,2017,53,Washington State,17-1011,"Architects, Except Landscape & Naval",3519,$37.53,$27.85,$35.75,$45.59,$78054.00
207,2017,13380,"Bellingham, WA",17-1011,"Architects, Except Landscape & Naval",17,$33.84,$27.97,$31.47,$37.30,$70388.00
208,2017,14740,"Bremerton-Silverdale, WA",17-1011,"Architects, Except Landscape & Naval",66,$32.04,$25.62,$31.18,$37.99,$66642.00
209,2017,28420,"Kennewick-Richland, WA",17-1011,"Architects, Except Landscape & Naval",41,$44.57,$30.11,$45.29,$56.51,$92697.00
210,2017,36500,"Olympia-Tumwater, WA",17-1011,"Architects, Except Landscape & Naval",70,$36.42,$32.52,$37.81,$42.02,$75755.00
211,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-1011,"Architects, Except Landscape & Naval",1363,$36.81,$26.51,$34.31,$43.82,$76566.00
212,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-1011,"Architects, Except Landscape & Naval",2753,$37.73,$27.92,$35.65,$45.91,$78469.00
213,2017,44060,"Spokane-Spokane Valley, WA",17-1011,"Architects, Except Landscape & Naval",148,$38.33,$29.69,$35.52,$43.47,$79725.00
214,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",17-1011,"Architects, Except Landscape & Naval",278,$39.21,$28.13,$39.92,$48.18,$81558.00
215,2017,48300,"Wenatchee, WA",17-1011,"Architects, Except Landscape & Naval",13,$31.59,$28.05,$32.40,$36.41,$65720.00
216,2017,49420,"Yakima, WA",17-1011,"Architects, Except Landscape & Naval",,$21.72,$16.33,$17.73,$27.62,$45184.00
217,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),17-1011,"Architects, Except Landscape & Naval",14,$27.32,$18.15,$21.97,$44.94,$56839.00
218,2017,53,Washington State,17-3011,Architectural & Civil Drafters,1988,$27.51,$20.37,$26.25,$32.39,$57234.00
219,2017,13380,"Bellingham, WA",17-3011,Architectural & Civil Drafters,97,$26.07,$19.14,$26.76,$31.73,$54207.00
220,2017,14740,"Bremerton-Silverdale, WA",17-3011,Architectural & Civil Drafters,,$25.28,$21.00,$24.12,$29.59,$52576.00
221,2017,28420,"Kennewick-Richland, WA",17-3011,Architectural & Civil Drafters,121,,,,,
222,2017,34580,"Mount Vernon-Anacortes, WA",17-3011,Architectural & Civil Drafters,17,$26.96,$23.75,$27.17,$29.81,$56070.00
223,2017,36500,"Olympia-Tumwater, WA",17-3011,Architectural & Civil Drafters,82,$24.38,$19.19,$22.59,$27.95,$50723.00
224,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-3011,Architectural & Civil Drafters,804,$25.65,$19.35,$24.91,$30.49,$53346.00
225,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",17-3011,Architectural & Civil Drafters,1227,$28.33,$21.00,$27.22,$33.80,$58936.00
226,2017,44060,"Spokane-Spokane Valley, WA",17-3011,Architectural & Civil Drafters,124,$23.40,$20.23,$22.86,$27.11,$48688.00
227,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",17-3011,Architectural & Civil Drafters,110,$26.70,$21.60,$26.38,$31.05,$55533.00
228,2017,48300,"Wenatchee, WA",17-3011,Architectural & Civil Drafters,32,$25.37,$20.82,$24.64,$31.96,$52769.00
229,2017,49420,"Yakima, WA",17-3011,Architectural & Civil Drafters,35,$20.41,$16.36,$20.28,$24.15,$42470.00
230,2017,53,Washington State,11-9041,Architectural & Engineering Managers,4457,$73.83,$59.49,$71.47,$86.00,$153574.00
231,2017,13380,"Bellingham, WA",11-9041,Architectural & Engineering Managers,88,$65.69,$55.47,$64.57,$76.47,$136645.00
232,2017,14740,"Bremerton-Silverdale, WA",11-9041,Architectural & Engineering Managers,94,$66.66,$59.33,$63.50,$70.51,$138655.00
233,2017,28420,"Kennewick-Richland, WA",11-9041,Architectural & Engineering Managers,593,$75.13,$60.52,$71.86,$86.03,$156278.00
234,2017,30300,"Lewiston, ID-WA",11-9041,Architectural & Engineering Managers,23,$52.18,$40.52,$46.72,$68.28,$108553.00
738,2017,49420,"Yakima, WA",43-5011,Cargo & Freight Agents,69,,,,,
235,2017,31020,"Longview, WA",11-9041,Architectural & Engineering Managers,21,$60.31,$51.77,$61.60,$73.73,$125441.00
236,2017,36500,"Olympia-Tumwater, WA",11-9041,Architectural & Engineering Managers,38,$53.81,$48.77,$54.09,$61.46,$111910.00
237,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-9041,Architectural & Engineering Managers,3499,$80.33,$56.85,$70.26,$93.73,$167074.00
238,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",11-9041,Architectural & Engineering Managers,2969,$76.37,$61.93,$74.84,$90.33,$158849.00
239,2017,44060,"Spokane-Spokane Valley, WA",11-9041,Architectural & Engineering Managers,130,$59.95,$50.30,$58.74,$68.33,$124686.00
240,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",11-9041,Architectural & Engineering Managers,109,$64.53,$56.48,$66.31,$75.41,$134237.00
241,2017,47460,"Walla Walla, WA",11-9041,Architectural & Engineering Managers,28,$62.34,$58.75,$63.63,$63.64,$129655.00
242,2017,48300,"Wenatchee, WA",11-9041,Architectural & Engineering Managers,12,$61.66,$45.49,$61.60,$77.81,$128257.00
243,2017,49420,"Yakima, WA",11-9041,Architectural & Engineering Managers,18,$53.60,$49.57,$56.17,$61.58,$111502.00
244,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),11-9041,Architectural & Engineering Managers,17,$56.95,$49.04,$57.84,$65.62,$118461.00
245,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),11-9041,Architectural & Engineering Managers,22,$61.99,$53.04,$62.57,$74.35,$128941.00
246,2017,530004,Eastern WA Nonmetropolitan Area (NMA),11-9041,Architectural & Engineering Managers,42,$65.46,$53.56,$66.01,$76.54,$136155.00
247,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1031,"Architecture Teachers, Postsecondary",12,,,,,$89568.00
248,2017,53,Washington State,25-4011,Archivists,162,$29.88,$21.96,$27.53,$37.46,$62166.00
249,2017,28420,"Kennewick-Richland, WA",25-4011,Archivists,13,$33.20,$25.94,$30.65,$39.12,$69072.00
250,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-4011,Archivists,29,$25.46,$20.70,$25.79,$29.98,$52961.00
251,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-4011,Archivists,81,$31.18,$22.44,$28.61,$40.51,$64849.00
252,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-4011,Archivists,14,,,,,
253,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-4011,Archivists,,$19.08,$16.03,$17.43,$18.82,$39685.00
254,2017,53,Washington State,25-1062,"Area, Ethnic & Cultural Studies Teachers, Postsecondary",165,,,,,$73345.00
255,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1062,"Area, Ethnic & Cultural Studies Teachers, Postsecondary",23,,,,,$74885.00
256,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1062,"Area, Ethnic & Cultural Studies Teachers, Postsecondary",110,,,,,$84424.00
257,2017,53,Washington State,27-1011,Art Directors,770,$49.17,$39.14,$47.39,$59.39,$102276.00
258,2017,13380,"Bellingham, WA",27-1011,Art Directors,13,$39.96,$32.64,$42.28,$49.50,$83117.00
259,2017,14740,"Bremerton-Silverdale, WA",27-1011,Art Directors,32,$56.79,$36.98,$66.92,$76.75,$118124.00
260,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-1011,Art Directors,890,$43.37,$33.01,$41.54,$51.96,$90226.00
261,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-1011,Art Directors,631,$51.11,$41.13,$48.67,$60.20,$106317.00
262,2017,44060,"Spokane-Spokane Valley, WA",27-1011,Art Directors,36,$32.59,$23.56,$29.60,$38.31,$67786.00
263,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-1011,Art Directors,,$39.56,$24.19,$42.88,$55.00,$82277.00
264,2017,53,Washington State,25-1121,"Art, Drama & Music Teachers Postsecondary",2724,,,,,$66601.00
265,2017,13380,"Bellingham, WA",25-1121,"Art, Drama & Music Teachers Postsecondary",112,,,,,$65001.00
266,2017,36500,"Olympia-Tumwater, WA",25-1121,"Art, Drama & Music Teachers Postsecondary",,,,,,$50318.00
267,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1121,"Art, Drama & Music Teachers Postsecondary",601,,,,,$71978.00
268,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1121,"Art, Drama & Music Teachers Postsecondary",1000,,,,,$73021.00
1055,2017,34580,"Mount Vernon-Anacortes, WA",27-2022,Coaches & Scouts,187,,,,,
269,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1121,"Art, Drama & Music Teachers Postsecondary",222,,,,,$66429.00
270,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),25-1121,"Art, Drama & Music Teachers Postsecondary",14,,,,,$52556.00
271,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),25-1121,"Art, Drama & Music Teachers Postsecondary",26,,,,,$43797.00
272,2017,53,Washington State,27-1019,"Artists & Related Workers, All Other",106,$27.49,$16.83,$25.50,$36.40,$57184.00
273,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-1019,"Artists & Related Workers, All Other",110,$25.72,$17.59,$22.36,$28.73,$53488.00
274,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-1019,"Artists & Related Workers, All Other",53,$28.62,$17.71,$29.57,$36.54,$59513.00
275,2017,530003,Central WA Nonmetropolitan Area (NMA),27-1019,"Artists & Related Workers, All Other",10,$18.49,$15.74,$17.04,$20.46,$38460.00
276,2017,53,Washington State,51-2099,"Assemblers & Fabricators, All Other",2912,$15.65,$11.52,$13.82,$18.85,$32549.00
277,2017,13380,"Bellingham, WA",51-2099,"Assemblers & Fabricators, All Other",20,$20.05,$11.28,$14.56,$29.16,$41707.00
278,2017,14740,"Bremerton-Silverdale, WA",51-2099,"Assemblers & Fabricators, All Other",44,$16.03,$11.62,$13.68,$17.14,$33335.00
279,2017,28420,"Kennewick-Richland, WA",51-2099,"Assemblers & Fabricators, All Other",34,$16.11,$10.91,$12.07,$21.53,$33499.00
280,2017,34580,"Mount Vernon-Anacortes, WA",51-2099,"Assemblers & Fabricators, All Other",17,$20.47,$16.38,$21.33,$24.32,$42585.00
281,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2099,"Assemblers & Fabricators, All Other",3324,$18.80,$13.46,$17.40,$22.54,$39104.00
282,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",51-2099,"Assemblers & Fabricators, All Other",1761,$14.49,$11.22,$12.46,$16.33,$30139.00
283,2017,44060,"Spokane-Spokane Valley, WA",51-2099,"Assemblers & Fabricators, All Other",80,$14.96,$11.31,$12.55,$17.55,$31120.00
284,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",51-2099,"Assemblers & Fabricators, All Other",,$18.72,$14.62,$20.03,$22.61,$38951.00
285,2017,47460,"Walla Walla, WA",51-2099,"Assemblers & Fabricators, All Other",50,$15.50,$11.60,$14.21,$18.75,$32232.00
286,2017,49420,"Yakima, WA",51-2099,"Assemblers & Fabricators, All Other",25,$15.34,$11.26,$13.41,$17.42,$31885.00
287,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),51-2099,"Assemblers & Fabricators, All Other",,$17.38,$15.83,$17.36,$18.89,$36153.00
288,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),51-2099,"Assemblers & Fabricators, All Other",37,$15.50,$12.68,$14.21,$16.74,$32232.00
289,2017,530004,Eastern WA Nonmetropolitan Area (NMA),51-2099,"Assemblers & Fabricators, All Other",97,$19.54,$16.58,$18.57,$21.80,$40635.00
290,2017,53,Washington State,27-2021,Athletes & Sports Competitors,176,,,,,$97365.00
291,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-2021,Athletes & Sports Competitors,88,,,,,
292,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-2021,Athletes & Sports Competitors,113,,,,,$111360.00
293,2017,53,Washington State,29-9091,Athletic Trainers,294,,,,,$49002.00
294,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-9091,Athletic Trainers,84,,,,,$48617.00
295,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-9091,Athletic Trainers,187,,,,,$52333.00
296,2017,44060,"Spokane-Spokane Valley, WA",29-9091,Athletic Trainers,22,,,,,$43523.00
297,2017,530004,Eastern WA Nonmetropolitan Area (NMA),29-9091,Athletic Trainers,,,,,,$49133.00
298,2017,53,Washington State,19-2021,Atmospheric & Space Scientists,271,$43.22,$31.67,$41.48,$51.82,$89892.00
299,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-2021,Atmospheric & Space Scientists,51,$50.13,$40.13,$49.18,$57.44,$104271.00
300,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",19-2021,Atmospheric & Space Scientists,187,$41.85,$29.89,$40.44,$50.93,$87046.00
301,2017,53,Washington State,25-1051,"Atmospheric/Earth/Marine/Space Science Teachers, Postsec",423,,,,,$87775.00
302,2017,13380,"Bellingham, WA",25-1051,"Atmospheric/Earth/Marine/Space Science Teachers, Postsec",,,,,,$73153.00
303,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-1051,"Atmospheric/Earth/Marine/Space Science Teachers, Postsec",16,,,,,$64333.00
304,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-1051,"Atmospheric/Earth/Marine/Space Science Teachers, Postsec",223,,,,,$101831.00
305,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",25-1051,"Atmospheric/Earth/Marine/Space Science Teachers, Postsec",30,,,,,$89305.00
306,2017,53,Washington State,27-4011,Audio & Video Equipment Technicians,1345,$22.20,$14.17,$19.58,$28.99,$46176.00
307,2017,28420,"Kennewick-Richland, WA",27-4011,Audio & Video Equipment Technicians,41,,,,,
308,2017,34580,"Mount Vernon-Anacortes, WA",27-4011,Audio & Video Equipment Technicians,,$19.23,$14.26,$17.15,$23.70,$39999.00
309,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-4011,Audio & Video Equipment Technicians,425,$20.65,$15.06,$19.28,$25.20,$42946.00
310,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",27-4011,Audio & Video Equipment Technicians,898,$23.12,$14.47,$21.22,$29.99,$48090.00
311,2017,44060,"Spokane-Spokane Valley, WA",27-4011,Audio & Video Equipment Technicians,68,$20.81,$15.57,$18.46,$24.48,$43290.00
312,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",27-4011,Audio & Video Equipment Technicians,52,$27.24,$19.54,$24.35,$36.09,$56667.00
313,2017,53,Washington State,29-1181,Audiologists,418,$41.81,$35.32,$40.88,$48.04,$86965.00
314,2017,28420,"Kennewick-Richland, WA",29-1181,Audiologists,,$35.48,$31.39,$35.29,$39.32,$73801.00
315,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-1181,Audiologists,91,$52.78,$39.26,$44.68,$49.71,$109780.00
316,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",29-1181,Audiologists,299,$42.45,$36.75,$42.26,$47.93,$88292.00
317,2017,53,Washington State,25-9011,Audio-Visual & Multimedia Collections Specialists,69,$22.46,$17.92,$21.59,$25.29,$46713.00
318,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-9011,Audio-Visual & Multimedia Collections Specialists,53,$22.68,$17.77,$22.08,$27.62,$47179.00
319,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",25-9011,Audio-Visual & Multimedia Collections Specialists,29,$23.28,$19.78,$22.40,$25.43,$48424.00
320,2017,53,Washington State,53-6031,Automotive & Watercraft Service Attendants,2208,$13.80,$11.20,$12.72,$15.08,$28702.00
321,2017,13380,"Bellingham, WA",53-6031,Automotive & Watercraft Service Attendants,74,$14.68,$11.71,$13.75,$16.92,$30530.00
322,2017,14740,"Bremerton-Silverdale, WA",53-6031,Automotive & Watercraft Service Attendants,68,$12.96,$10.84,$11.72,$13.21,$26957.00
323,2017,28420,"Kennewick-Richland, WA",53-6031,Automotive & Watercraft Service Attendants,143,$14.03,$11.82,$13.63,$15.43,$29165.00
324,2017,30300,"Lewiston, ID-WA",53-6031,Automotive & Watercraft Service Attendants,,$15.39,$11.90,$14.65,$18.62,$32019.00
325,2017,31020,"Longview, WA",53-6031,Automotive & Watercraft Service Attendants,42,$12.25,$10.63,$11.45,$12.28,$25478.00
326,2017,34580,"Mount Vernon-Anacortes, WA",53-6031,Automotive & Watercraft Service Attendants,45,$15.10,$11.52,$13.52,$18.80,$31403.00
327,2017,36500,"Olympia-Tumwater, WA",53-6031,Automotive & Watercraft Service Attendants,87,$14.61,$11.23,$12.48,$19.63,$30397.00
328,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-6031,Automotive & Watercraft Service Attendants,2597,$12.90,$10.83,$12.19,$14.36,$26823.00
329,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",53-6031,Automotive & Watercraft Service Attendants,889,$13.67,$11.34,$13.00,$14.98,$28425.00
330,2017,44060,"Spokane-Spokane Valley, WA",53-6031,Automotive & Watercraft Service Attendants,217,$13.36,$11.03,$12.66,$14.59,$27788.00
331,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",53-6031,Automotive & Watercraft Service Attendants,103,$15.11,$12.43,$13.90,$15.44,$31424.00
332,2017,47460,"Walla Walla, WA",53-6031,Automotive & Watercraft Service Attendants,46,$12.09,$10.74,$11.68,$12.61,$25149.00
333,2017,48300,"Wenatchee, WA",53-6031,Automotive & Watercraft Service Attendants,30,$11.73,$10.59,$11.28,$11.96,$24400.00
334,2017,49420,"Yakima, WA",53-6031,Automotive & Watercraft Service Attendants,81,$13.24,$11.03,$11.99,$14.39,$27521.00
335,2017,530001,Northwestern WA Nonmetropolitan Area (NMA),53-6031,Automotive & Watercraft Service Attendants,45,$14.76,$11.11,$12.24,$19.69,$30684.00
336,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),53-6031,Automotive & Watercraft Service Attendants,128,,,,,
337,2017,530004,Eastern WA Nonmetropolitan Area (NMA),53-6031,Automotive & Watercraft Service Attendants,70,$13.19,$11.08,$12.30,$14.67,$27439.00
338,2017,53,Washington State,49-3021,Automotive Body & Related Repairers,2187,$24.99,$17.88,$22.63,$29.45,$51985.00
339,2017,13380,"Bellingham, WA",49-3021,Automotive Body & Related Repairers,79,$23.47,$20.28,$23.30,$26.77,$48822.00
340,2017,14740,"Bremerton-Silverdale, WA",49-3021,Automotive Body & Related Repairers,74,$25.69,$18.31,$23.04,$29.67,$53444.00
341,2017,28420,"Kennewick-Richland, WA",49-3021,Automotive Body & Related Repairers,59,$20.65,$15.89,$19.80,$26.63,$42934.00
342,2017,30300,"Lewiston, ID-WA",49-3021,Automotive Body & Related Repairers,20,$19.65,$12.40,$20.92,$23.76,$40866.00
343,2017,34580,"Mount Vernon-Anacortes, WA",49-3021,Automotive Body & Related Repairers,62,$19.58,$16.18,$18.72,$23.28,$40724.00
344,2017,36500,"Olympia-Tumwater, WA",49-3021,Automotive Body & Related Repairers,103,$28.66,$20.59,$23.40,$34.70,$59627.00
345,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3021,Automotive Body & Related Repairers,1013,$20.90,$15.69,$18.43,$24.11,$43471.00
346,2017,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",49-3021,Automotive Body & Related Repairers,889,$29.35,$20.47,$26.50,$35.56,$61046.00
347,2017,44060,"Spokane-Spokane Valley, WA",49-3021,Automotive Body & Related Repairers,272,$20.23,$14.45,$18.86,$25.02,$42082.00
348,2017,45104,"Tacoma-Lakewood, WA Metropolitan Division",49-3021,Automotive Body & Related Repairers,280,$23.56,$20.18,$22.20,$24.20,$49025.00
349,2017,47460,"Walla Walla, WA",49-3021,Automotive Body & Related Repairers,20,$21.63,$15.09,$18.43,$29.69,$44991.00
350,2017,48300,"Wenatchee, WA",49-3021,Automotive Body & Related Repairers,23,$22.33,$17.16,$19.12,$27.01,$46431.00
351,2017,49420,"Yakima, WA",49-3021,Automotive Body & Related Repairers,78,$16.48,$11.40,$13.46,$20.23,$34278.00
352,2017,530002,Southwestern WA Nonmetropolitan Area (NMA),49-3021,Automotive Body & Related Repairers,44,$21.65,$16.95,$20.03,$25.80,$45022.00
353,2017,530004,Eastern WA Nonmetropolitan Area (NMA),49-3021,Automotive Body & Related Repairers,43,$21.12,$17.28,$20.62,$24.61,$43937.00
354,2017,53,Washington State,49-3022,Automotive Glass Installers & Repairers,731,$18.60,$14.67,$19.11,$22.36,$38687.00
355,2017,34580,"Mount Vernon-Anacortes, WA",49-3022,Automotive Glass Installers & Repairers,,$20.50,$14.74,$20.26,$23.82,$42650.00
356,2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3022,Automotive Glass Installers & Repairers,,$20.92,$18.86,$21.18,$23.24,$43522.00
