Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State, 29-1069,"Physicians and Surgeons, All Other",44870,$179360,$167570,$67190,$235450
1,36,New York State, 29-1071,Physician Assistants,12070,$108430,$107780,$85500,$119890
1,36,New York State, 29-1081,Podiatrists,1140,$149870,$126630,$85520,$182050
1,36,New York State, 29-1122,Occupational Therapists,8140,$88020,$83450,$59610,$102220
1,36,New York State, 29-1123,Physical Therapists,16390,$86790,$82250,$63380,$98500
1,36,New York State, 29-1124,Radiation Therapists,1540,$91800,$89640,$60170,$107620
1,36,New York State, 29-1125,Recreational Therapists,1640,$54380,$54170,$39410,$61870
1,36,New York State, 29-1126,Respiratory Therapists,5840,$72000,$73080,$56930,$79530
1,36,New York State, 29-1127,Speech-Language Pathologists,11360,$89620,$80080,$55480,$106700
1,36,New York State, 29-1128,Exercise Physiologist,n/a,$66510,$64840,$44810,$77360
1,36,New York State, 29-1129,"Therapists, All Other",690,$69530,$60110,$46860,$80870
1,36,New York State, 29-1131,Veterinarians,3040,$124570,$116830,$70350,$151680
1,36,New York State, 29-1141,Registered Nurses,180730,$81870,$81400,$58190,$93710
1,36,New York State, 29-1151,Nurse Anesthetists,1230,$171400,$162220,$142200,$185990
1,36,New York State, 29-1161,Nurse Midwives,480,$102510,$103330,$83170,$112180
1,36,New York State, 29-1171,Nurse Practitioners,13060,$115960,$113360,$84860,$131510
1,36,New York State, 29-1181,Audiologists,920,$83320,$82630,$64560,$92700
1,36,New York State, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",2110,$77690,$66940,$46510,$93280
1,36,New York State, 29-2011,Medical and Clinical Laboratory Technologists,10380,$68770,$68650,$53370,$76470
1,36,New York State, 29-2012,Medical and Clinical Laboratory Technicians,7740,$49060,$48200,$31910,$57630
1,36,New York State, 29-2021,Dental Hygienists,10750,$76760,$76250,$56970,$86650
1,36,New York State, 29-2031,Cardiovascular Technologists and Technicians,3110,$60670,$59130,$39450,$71270
1,36,New York State, 29-2032,Diagnostic Medical Sonographers,4730,$72490,$72580,$55070,$81190
1,36,New York State, 29-2033,Nuclear Medicine Technologists,1260,$83580,$81510,$66820,$91960
1,36,New York State, 29-2034,Radiologic Technologists and Technicians,12990,$68230,$67890,$50060,$77320
1,36,New York State, 29-2035,Magnetic Resonance Imaging Technologists,1550,$75620,$76260,$58090,$84380
1,36,New York State, 29-2041,Emergency Medical Technicians and Paramedics,14750,$41670,$40250,$27230,$48900
1,36,New York State, 29-2051,Dietetic Technicians,930,$41670,$42920,$30610,$47210
1,36,New York State, 29-2052,Pharmacy Technicians,17660,$32640,$30400,$22620,$37640
1,36,New York State, 29-2053,Psychiatric Technicians,1540,$43230,$41170,$31890,$48900
1,36,New York State, 29-2054,Respiratory Therapy Technicians,280,$59260,$58220,$42680,$67550
1,36,New York State, 29-2055,Surgical Technologists,5560,$53030,$52030,$38210,$60440
1,36,New York State, 29-2056,Veterinary Technologists and Technicians,4270,$44310,$42830,$31950,$50490
1,36,New York State, 29-2057,Ophthalmic Medical Technicians,1820,$40010,$38920,$29470,$45290
1,36,New York State, 29-2061,Licensed Practical and Licensed Vocational Nurses,46990,$47750,$47420,$36100,$53570
1,36,New York State, 29-2071,Medical Records and Health Information Technicians,8800,$45630,$43710,$31280,$52800
1,36,New York State, 29-2081,"Opticians, Dispensing",3450,$51930,$53080,$31450,$62180
1,36,New York State, 29-2091,Orthotists and Prosthetists,440,$89910,$85940,$52670,$108530
1,36,New York State, 29-2092,Hearing Aid Specialists,n/a,$54570,$48620,$29520,$67090
1,36,New York State, 29-2099,"Health Technologists and Technicians, All Other",5020,$50610,$46740,$33190,$59320
1,36,New York State, 29-9011,Occupational Health and Safety Specialists,3230,$72780,$71730,$48230,$85060
1,36,New York State, 29-9012,Occupational Health and Safety Technicians,730,$58190,$57920,$45340,$64620
1,36,New York State, 29-9091,Athletic Trainers,1240,$48050,$44940,$32320,$55920
1,36,New York State, 29-9092,Genetic Counselors,n/a,$75600,$75590,$54160,$86330
1,36,New York State, 29-9099,"Healthcare Practitioners and Technical Workers, All Other",810,$80850,$80360,$46990,$97780
1,36,New York State, 31-0000,Healthcare Support Occupations,364090,$31370,$28300,$22410,$35840
1,36,New York State, 31-1011,Home Health Aides,173830,$24810,$23930,$22080,$26170
1,36,New York State, 31-1013,Psychiatric Aides,5900,$42430,$43800,$31260,$48010
1,36,New York State, 31-1014,Nursing Assistants,98040,$35230,$35580,$26440,$39630
1,36,New York State, 31-1015,Orderlies,4800,$36610,$36130,$26520,$41660
1,36,New York State, 31-2011,Occupational Therapy Assistants,2300,$59560,$58830,$43330,$67680
1,36,New York State, 31-2012,Occupational Therapy Aides,400,$35650,$35020,$23840,$41550
1,36,New York State, 31-2021,Physical Therapist Assistants,4200,$54910,$55170,$40740,$62000
1,36,New York State, 31-2022,Physical Therapist Aides,2940,$28980,$28000,$22330,$32300
1,36,New York State, 31-9011,Massage Therapists,4180,$63950,$59940,$29860,$80990
1,36,New York State, 31-9091,Dental Assistants,20040,$37420,$36980,$25370,$43440
1,36,New York State, 31-9092,Medical Assistants,23860,$36490,$35920,$27320,$41080
1,36,New York State, 31-9093,Medical Equipment Preparers,2720,$40370,$40550,$29830,$45640
1,36,New York State, 31-9094,Medical Transcriptionists,2190,$40060,$38280,$29540,$45320
1,36,New York State, 31-9095,Pharmacy Aides,2480,$30740,$29010,$21620,$35300
1,36,New York State, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,3690,$30350,$28410,$22340,$34360
1,36,New York State, 31-9097,Phlebotomists,6550,$38950,$38560,$28540,$44150
1,36,New York State, 31-9099,"Healthcare Support Workers, All Other",5970,$38840,$37890,$27510,$44500
1,36,New York State, 33-0000,Protective Service Occupations,294090,$52830,$45430,$24740,$66880
1,36,New York State, 33-1011,First-Line Supervisors of Correctional Officers,3940,$88040,$88260,$70370,$96880
1,36,New York State, 33-1012,First-Line Supervisors of Police and Detectives,12160,$109570,$106020,$81670,$123530
1,36,New York State, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,3770,$100650,$98530,$79170,$111380
1,36,New York State, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",6950,$66100,$59250,$39240,$79530
1,36,New York State, 33-2011,Firefighters,10490,$70720,$73580,$54880,$78640
1,36,New York State, 33-2021,Fire Inspectors and Investigators,520,$65090,$61960,$43180,$76050
1,36,New York State, 33-2022,Forest Fire Inspectors and Prevention Specialists,n/a,$52710,$50220,$46040,$56050
1,36,New York State, 33-3011,Bailiffs,3960,$62690,$68770,$42180,$72940
1,36,New York State, 33-3012,Correctional Officers and Jailers,34460,$64970,$67320,$49240,$72830
1,36,New York State, 33-3021,Detectives and Criminal Investigators,8920,$90030,$84800,$52300,$108900
1,36,New York State, 33-3031,Fish and Game Wardens,360,$71040,$72610,$59100,$77010
1,36,New York State, 33-3041,Parking Enforcement Workers,490,$43880,$39940,$32570,$49540
1,36,New York State, 33-3051,Police and Sheriff's Patrol Officers,47870,$72920,$73310,$46400,$86180
1,36,New York State, 33-3052,Transit and Railroad Police,1480,$78060,$77260,$63810,$85190
1,36,New York State, 33-9011,Animal Control Workers,850,$37230,$32760,$26440,$42620
1,36,New York State, 33-9021,Private Detectives and Investigators,1960,$64970,$60790,$41790,$76560
1,36,New York State, 33-9031,Gaming Surveillance Officers and Gaming Investigators,n/a,$34730,$34220,$25840,$39160
1,36,New York State, 33-9032,Security Guards,112750,$33840,$30700,$20940,$40290
1,36,New York State, 33-9091,Crossing Guards,8390,$32870,$33930,$24330,$37140
1,36,New York State, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",8770,$26090,$24070,$20970,$28640
1,36,New York State, 33-9093,Transportation Security Screeners (federal only),3590,$41510,$42090,$34520,$45010
1,36,New York State, 33-9099,"Protective Service Workers, All Other",22180,$29880,$27780,$20990,$34320
1,36,New York State, 35-0000,Food Preparation and Serving Related Occupations,735890,$28040,$22910,$20180,$32100
1,36,New York State, 35-1011,Chefs and Head Cooks,15110,$48530,$43180,$23830,$60880
1,36,New York State, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,46440,$40370,$36910,$24500,$48300
1,36,New York State, 35-2011,"Cooks, Fast Food",16780,$22820,$20600,$20180,$24270
1,36,New York State, 35-2012,"Cooks, Institution and Cafeteria",16020,$33550,$31910,$24010,$38320
1,36,New York State, 35-2014,"Cooks, Restaurant",67370,$28760,$27120,$21410,$32430
1,36,New York State, 35-2015,"Cooks, Short Order",12070,$23970,$20570,$20180,$26010
1,36,New York State, 35-2019,"Cooks, All Other",960,$28730,$28230,$21680,$32250
1,36,New York State, 35-2021,Food Preparation Workers,63560,$25620,$23030,$20180,$28460
1,36,New York State, 35-3011,Bartenders,43730,$29520,$23820,$20180,$34360
1,36,New York State, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",158140,$22370,$20490,$20180,$23600
1,36,New York State, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",31480,$24200,$21040,$20180,$26350
1,36,New York State, 35-3031,Waiters and Waitresses,155660,$30830,$23370,$20180,$36310
1,36,New York State, 35-3041,"Food Servers, Nonrestaurant",16550,$30870,$30490,$21180,$35710
1,36,New York State, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,33410,$26570,$20550,$20180,$29970
1,36,New York State, 35-9021,Dishwashers,34360,$23710,$20930,$20180,$25620
1,36,New York State, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",20990,$25580,$23200,$20180,$28380
1,36,New York State, 35-9099,"Food Preparation and Serving Related Workers, All Other",3180,$25390,$20800,$20180,$28100
1,36,New York State, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,318820,$34610,$30830,$21540,$41150
1,36,New York State, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,13150,$53430,$53240,$34630,$62820
1,36,New York State, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4770,$56380,$52790,$36580,$66280
1,36,New York State, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",196830,$33250,$29890,$21360,$39200
1,36,New York State, 37-2012,Maids and Housekeeping Cleaners,50540,$34120,$28390,$21240,$40560
1,36,New York State, 37-2021,Pest Control Workers,2910,$36410,$35200,$25740,$41740
1,36,New York State, 37-3011,Landscaping and Groundskeeping Workers,46430,$33240,$30850,$22500,$38610
1,36,New York State, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",560,$33170,$30820,$27050,$36230
1,36,New York State, 37-3013,Tree Trimmers and Pruners,1520,$45120,$43010,$31220,$52070
1,36,New York State, 37-3019,"Grounds Maintenance Workers, All Other",n/a,$26840,$23820,$22970,$28770
1,36,New York State, 39-0000,Personal Care and Service Occupations,370750,$30680,$25160,$21190,$35420
1,36,New York State, 39-1011,Gaming Supervisors,370,$46880,$46030,$29480,$55580
1,36,New York State, 39-1012,Slot Supervisors,n/a,$50930,$54820,$32200,$60300
1,36,New York State, 39-1021,First-Line Supervisors of Personal Service Workers,17190,$43370,$40980,$28840,$50630
1,36,New York State, 39-2011,Animal Trainers,720,$41460,$37650,$22820,$50780
1,36,New York State, 39-2021,Nonfarm Animal Caretakers,13220,$28080,$24990,$20480,$31870
1,36,New York State, 39-3011,Gaming Dealers,1000,$21160,$20180,$20180,$21920
1,36,New York State, 39-3012,Gaming and Sports Book Writers and Runners,680,$29490,$27670,$20960,$33750
1,36,New York State, 39-3019,"Gaming Service Workers, All Other",n/a,$26980,$25690,$22180,$29380
1,36,New York State, 39-3021,Motion Picture Projectionists,n/a,$38390,$27760,$22300,$46430
1,36,New York State, 39-3031,"Ushers, Lobby Attendants, and Ticket Takers",9250,$24610,$22040,$20180,$26960
1,36,New York State, 39-3091,Amusement and Recreation Attendants,14840,$24490,$21520,$20180,$26830
1,36,New York State, 39-3092,Costume Attendants,1350,$71880,$74410,$39170,$88240
1,36,New York State, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1720,$27630,$23640,$20180,$31440
1,36,New York State, 39-3099,"Entertainment Attendants and Related Workers, All Other",510,$27870,$26040,$21250,$31180
1,36,New York State, 39-4011,Embalmers,n/a,$35060,$30740,$29010,$38080
1,36,New York State, 39-4021,Funeral Attendants,1270,$27820,$26680,$21690,$30880
1,36,New York State, 39-4031,"Morticians, Undertakers, and Funeral Directors",1550,$59410,$56260,$37200,$70520
1,36,New York State, 39-5011,Barbers,2130,$27640,$23710,$21740,$30590
1,36,New York State, 39-5012,"Hairdressers, Hairstylists, and Cosmetologists",26410,$31870,$23810,$20180,$37870
1,36,New York State, 39-5091,"Makeup Artists, Theatrical and Performance",800,$81600,$81110,$42280,$101270
1,36,New York State, 39-5092,Manicurists and Pedicurists,14080,$21730,$20180,$20180,$22750
1,36,New York State, 39-5093,Shampooers,1890,$21990,$20420,$20180,$23130
1,36,New York State, 39-5094,Skincare Specialists,3950,$40400,$34540,$23480,$48860
1,36,New York State, 39-6011,Baggage Porters and Bellhops,4290,$30030,$26150,$21170,$34450
1,36,New York State, 39-6012,Concierges,4080,$44300,$45010,$28150,$52370
1,36,New York State, 39-7011,Tour Guides and Escorts,2460,$30910,$24140,$20180,$36350
1,36,New York State, 39-7012,Travel Guides,n/a,$34220,$27260,$21760,$40450
1,36,New York State, 39-9011,Childcare Workers,36500,$28330,$27400,$20880,$32050
1,36,New York State, 39-9021,Personal Care Aides,156820,$26210,$24460,$22240,$28190
1,36,New York State, 39-9031,Fitness Trainers and Aerobics Instructors,18420,$63370,$59370,$26620,$81740
1,36,New York State, 39-9032,Recreation Workers,27260,$31280,$27410,$20850,$36500
1,36,New York State, 39-9041,Residential Advisors,6330,$33500,$31500,$22700,$38900
1,36,New York State, 39-9099,"Personal Care and Service Workers, All Other",1090,$32940,$28470,$21280,$38770
1,36,New York State, 41-0000,Sales and Related Occupations,931530,$51460,$28900,$20180,$67150
1,36,New York State, 41-1011,First-Line Supervisors of Retail Sales Workers,63120,$49980,$44840,$30660,$59640
1,36,New York State, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,21180,$117600,$100370,$56940,$147930
1,36,New York State, 41-2011,Cashiers,193870,$23000,$20180,$20180,$24810
1,36,New York State, 41-2012,Gaming Change Persons and Booth Cashiers,880,$34830,$31860,$21140,$41670
1,36,New York State, 41-2021,Counter and Rental Clerks,21180,$29460,$24670,$20180,$34120
1,36,New York State, 41-2022,Parts Salespersons,9630,$35560,$31650,$22090,$42300
1,36,New York State, 41-2031,Retail Salespersons,322980,$27770,$22300,$20180,$31930
1,36,New York State, 41-3011,Advertising Sales Agents,21790,$90270,$72400,$41060,$114880
1,36,New York State, 41-3021,Insurance Sales Agents,21040,$91770,$68010,$37380,$118970
1,36,New York State, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",57550,$162240,$141240,$58660,$214020
1,36,New York State, 41-3041,Travel Agents,5970,$36540,$32190,$22440,$43580
1,36,New York State, 41-3099,"Sales Representatives, Services, All Other",63420,$75870,$62820,$35890,$95860
1,36,New York State, 41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",16220,$99330,$86610,$52770,$122620
1,36,New York State, 41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",87740,$72680,$59050,$32240,$92910
1,36,New York State, 41-9011,Demonstrators and Product Promoters,4460,$37840,$31410,$21430,$46050
