index,Rank,Probability,SOC_Code,Occupation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Grand Total
54,58.0,0.013000000000000001,27-2022,Coaches and Scouts,3180.0,420.0,2970.0,1490.0,31020.0,7730.0,5280.0,680.0,440.0,7030.0,5050.0,,990.0,1870.0,9230.0,6870.0,4810.0,3730.0,2240.0,1750.0,1860.0,2990.0,7290.0,11480.0,4050.0,1290.0,2970.0,1590.0,1300.0,1950.0,1240.0,5670.0,,9720.0,5830.0,760.0,9730.0,2040.0,3510.0,7350.0,650.0,1260.0,2880.0,900.0,3510.0,12380.0,2160.0,1290.0,60.0,7970.0,11170.0,660.0,5040.0,630.0,229960.0
55,59.0,0.013000000000000001,11-2022,Sales Managers,2510.0,400.0,10650.0,2650.0,69180.0,4570.0,7040.0,860.0,1180.0,13560.0,15460.0,290.0,2470.0,2200.0,24150.0,5770.0,3350.0,3250.0,3420.0,3560.0,980.0,5230.0,14860.0,10090.0,12590.0,1460.0,5480.0,190.0,1930.0,3350.0,1750.0,12840.0,1200.0,20170.0,6750.0,710.0,11410.0,3890.0,6220.0,8930.0,1850.0,850.0,3540.0,300.0,8890.0,22310.0,3360.0,480.0,70.0,5360.0,7390.0,600.0,5730.0,180.0,367460.0
56,60.0,0.013999999999999999,19-2043,Hydrologists,,60.0,270.0,,730.0,410.0,40.0,,,230.0,40.0,,,190.0,80.0,40.0,,,,,50.0,50.0,50.0,90.0,350.0,,80.0,140.0,90.0,140.0,60.0,220.0,150.0,230.0,200.0,60.0,250.0,40.0,210.0,140.0,,,100.0,,90.0,340.0,120.0,,,70.0,370.0,,180.0,30.0,5990.0
57,61.0,0.013999999999999999,11-2021,Marketing Managers,530.0,200.0,4790.0,1090.0,33390.0,3060.0,4970.0,590.0,1280.0,7600.0,7140.0,80.0,540.0,860.0,14030.0,2870.0,1920.0,1470.0,1490.0,920.0,810.0,2980.0,11790.0,3870.0,7800.0,470.0,2590.0,130.0,1060.0,1640.0,1170.0,11260.0,350.0,16500.0,5650.0,310.0,5350.0,1420.0,4830.0,6250.0,690.0,550.0,1710.0,60.0,3400.0,9570.0,2320.0,380.0,,3840.0,5830.0,260.0,2980.0,30.0,206670.0
58,62.0,0.013999999999999999,21-1013,Marriage and Family Therapists,190.0,40.0,1740.0,70.0,10350.0,570.0,370.0,240.0,,3030.0,240.0,,,,410.0,620.0,340.0,350.0,240.0,,,1310.0,330.0,320.0,1080.0,100.0,430.0,,90.0,360.0,60.0,4080.0,60.0,720.0,370.0,130.0,450.0,460.0,400.0,1350.0,,,90.0,90.0,680.0,1250.0,260.0,,,1000.0,350.0,520.0,1000.0,40.0,36180.0
59,63.0,0.013999999999999999,17-2199,"Engineers, All Other",3440.0,620.0,1860.0,500.0,16290.0,2130.0,1240.0,,2690.0,5120.0,2760.0,,670.0,570.0,4830.0,1910.0,1460.0,630.0,920.0,4020.0,610.0,4830.0,2390.0,7410.0,2690.0,380.0,1260.0,200.0,980.0,580.0,680.0,3990.0,2280.0,2770.0,2170.0,360.0,6980.0,950.0,2530.0,4370.0,260.0,440.0,590.0,,2490.0,9070.0,740.0,60.0,,4330.0,3530.0,370.0,1490.0,110.0,123550.0
60,64.0,0.013999999999999999,13-1151,Training and Development Specialists,2670.0,,7710.0,2740.0,26660.0,5370.0,3270.0,990.0,1460.0,14800.0,9690.0,30.0,940.0,1030.0,9730.0,5460.0,2720.0,3330.0,3030.0,2100.0,950.0,7060.0,6800.0,5370.0,6320.0,1330.0,5270.0,650.0,2360.0,2500.0,1050.0,6350.0,1810.0,18950.0,8860.0,650.0,9090.0,2760.0,3160.0,10310.0,790.0,810.0,3940.0,510.0,5450.0,23370.0,4560.0,670.0,,10800.0,5780.0,920.0,6270.0,390.0,269590.0
61,65.0,0.013999999999999999,43-1011,"First-Line Supervisors of Office and Administrative Support Workers""",17410.0,3170.0,37200.0,14840.0,171260.0,19340.0,24280.0,5320.0,5180.0,96140.0,40640.0,840.0,6970.0,6550.0,44280.0,26470.0,10810.0,13600.0,20240.0,20610.0,5220.0,38060.0,37580.0,32410.0,22940.0,10670.0,23770.0,3890.0,10020.0,11480.0,7180.0,41110.0,10590.0,114040.0,38090.0,3170.0,44420.0,19970.0,13780.0,63570.0,16280.0,5660.0,25280.0,1830.0,34280.0,115950.0,15270.0,1950.0,630.0,40350.0,27640.0,9300.0,27410.0,1940.0,1460880.0
62,66.0,0.015,19-1029,"Biological Scientists, All Other",220.0,340.0,520.0,250.0,7170.0,820.0,150.0,,280.0,1550.0,850.0,,290.0,270.0,580.0,360.0,240.0,250.0,250.0,600.0,,3540.0,3460.0,250.0,510.0,290.0,390.0,400.0,150.0,220.0,100.0,330.0,360.0,620.0,830.0,170.0,860.0,270.0,850.0,540.0,,40.0,160.0,100.0,300.0,2270.0,230.0,,,580.0,1180.0,180.0,530.0,170.0,34870.0
63,67.0,0.015,11-2031,Public Relations and Fundraising Managers,400.0,150.0,1240.0,300.0,7010.0,960.0,980.0,210.0,4360.0,1710.0,1470.0,,360.0,200.0,3830.0,870.0,960.0,480.0,630.0,310.0,420.0,1350.0,4200.0,1300.0,1880.0,270.0,1020.0,140.0,580.0,470.0,470.0,1900.0,180.0,6040.0,1100.0,170.0,1790.0,720.0,1470.0,1640.0,270.0,260.0,520.0,,870.0,3680.0,380.0,210.0,,1250.0,2100.0,130.0,1010.0,,64220.0
64,68.0,0.015,27-1014,Multimedia Artists and Animators,130.0,,250.0,50.0,10910.0,290.0,510.0,,110.0,1370.0,1430.0,,40.0,60.0,1140.0,70.0,60.0,100.0,140.0,240.0,30.0,290.0,1050.0,460.0,390.0,,360.0,30.0,90.0,160.0,50.0,340.0,90.0,1960.0,580.0,,420.0,100.0,1070.0,500.0,,,190.0,40.0,190.0,1720.0,210.0,,,430.0,1800.0,,240.0,,29690.0
65,69.0,0.015,15-1111,Computer and Information Research Scientists,310.0,,200.0,,4950.0,310.0,80.0,,640.0,500.0,730.0,,120.0,,900.0,,,90.0,,60.0,,2490.0,1180.0,380.0,360.0,230.0,240.0,40.0,40.0,,170.0,1530.0,890.0,920.0,170.0,,170.0,460.0,250.0,410.0,,430.0,320.0,,140.0,1810.0,680.0,,,2550.0,,,,,24750.0
66,70.0,0.015,11-1011,Chief Executives,1030.0,760.0,5750.0,2710.0,31150.0,880.0,1410.0,340.0,2840.0,14120.0,6750.0,540.0,1840.0,1400.0,17440.0,4950.0,2050.0,4410.0,3440.0,1010.0,920.0,1800.0,11020.0,6260.0,7490.0,940.0,5180.0,600.0,690.0,1410.0,940.0,700.0,70.0,15410.0,4310.0,920.0,5340.0,6370.0,2650.0,9230.0,3070.0,390.0,3400.0,560.0,5460.0,5890.0,3650.0,280.0,,6320.0,5910.0,980.0,3740.0,160.0,226880.0
67,71.0,0.015,11-9031,"Education Administrators, Preschool and Childcare Center/Program",120.0,70.0,760.0,520.0,7120.0,700.0,810.0,,300.0,640.0,1740.0,,190.0,200.0,2710.0,770.0,750.0,510.0,310.0,340.0,170.0,1040.0,1980.0,1140.0,790.0,350.0,580.0,160.0,80.0,140.0,460.0,1650.0,310.0,4860.0,1470.0,150.0,2260.0,710.0,690.0,2580.0,190.0,160.0,600.0,70.0,750.0,2350.0,290.0,330.0,,1030.0,1150.0,170.0,1050.0,110.0,48380.0
68,72.0,0.015,27-2041,Music Directors and Composers,60.0,,110.0,60.0,2430.0,60.0,240.0,,,690.0,550.0,,160.0,70.0,780.0,480.0,110.0,260.0,50.0,80.0,,110.0,500.0,730.0,280.0,190.0,180.0,170.0,90.0,,60.0,250.0,80.0,3480.0,200.0,,1040.0,160.0,720.0,590.0,,90.0,240.0,,320.0,1150.0,220.0,60.0,,580.0,200.0,,210.0,,18090.0
69,73.0,0.016,51-1011,First-Line Supervisors of Production and Operating Workers,13140.0,950.0,8720.0,8400.0,53850.0,6410.0,8180.0,1280.0,260.0,24040.0,21230.0,110.0,1380.0,3070.0,24620.0,24750.0,9500.0,7430.0,11970.0,10840.0,2970.0,6810.0,11270.0,27320.0,11730.0,7320.0,12690.0,1470.0,5010.0,2600.0,2950.0,12690.0,2210.0,26270.0,20770.0,1760.0,30310.0,8490.0,6850.0,27140.0,4280.0,2590.0,12860.0,1380.0,16230.0,47700.0,6050.0,1810.0,80.0,12530.0,13500.0,3480.0,22580.0,1140.0,614970.0
70,74.0,0.016,41-3031,"Securities, Commodities, and Financial Services Sales Agents",1690.0,200.0,6670.0,1370.0,45960.0,10850.0,5590.0,1990.0,1410.0,24860.0,7240.0,,660.0,1290.0,18760.0,4070.0,3040.0,1780.0,2900.0,2140.0,720.0,3530.0,9530.0,6750.0,8180.0,610.0,5410.0,680.0,2240.0,2230.0,2250.0,11600.0,1060.0,57560.0,8430.0,520.0,10190.0,1730.0,3760.0,10010.0,480.0,1720.0,1970.0,530.0,3880.0,34780.0,4110.0,470.0,,5240.0,5790.0,550.0,4990.0,280.0,354250.0
71,75.0,0.016,19-1031,Conservation Scientists,110.0,190.0,340.0,260.0,1260.0,1170.0,50.0,50.0,260.0,260.0,410.0,,140.0,280.0,540.0,210.0,440.0,190.0,180.0,630.0,80.0,490.0,300.0,290.0,730.0,590.0,520.0,530.0,250.0,230.0,50.0,330.0,210.0,520.0,450.0,260.0,380.0,240.0,820.0,770.0,40.0,40.0,220.0,290.0,170.0,1740.0,260.0,110.0,,650.0,920.0,160.0,720.0,180.0,20510.0
72,76.0,0.016,25-2053,"Special Education Teachers, Middle School",560.0,200.0,1550.0,640.0,6910.0,1670.0,1140.0,,210.0,2000.0,4290.0,,,190.0,5080.0,930.0,580.0,600.0,1520.0,1620.0,500.0,2340.0,4000.0,1080.0,1460.0,870.0,1060.0,290.0,550.0,360.0,620.0,6650.0,530.0,11320.0,3260.0,120.0,4620.0,990.0,670.0,3250.0,,340.0,1280.0,290.0,770.0,6330.0,620.0,240.0,,2760.0,1230.0,930.0,630.0,220.0,89870.0
73,77.0,0.017,17-2041,Chemical Engineers,510.0,,120.0,110.0,2390.0,630.0,280.0,500.0,80.0,420.0,570.0,,,70.0,720.0,400.0,200.0,130.0,480.0,2380.0,60.0,710.0,1010.0,670.0,450.0,150.0,590.0,,140.0,50.0,130.0,1300.0,90.0,1130.0,790.0,30.0,1430.0,350.0,210.0,1530.0,40.0,,690.0,,690.0,6970.0,120.0,,,1130.0,450.0,280.0,530.0,90.0,31800.0
74,78.0,0.017,11-9041,Architectural and Engineering Managers,2410.0,370.0,3320.0,630.0,28640.0,3250.0,3350.0,520.0,1580.0,6380.0,4420.0,60.0,,1110.0,9430.0,3880.0,1770.0,1490.0,2010.0,1510.0,570.0,4800.0,7350.0,10090.0,4200.0,840.0,2250.0,250.0,600.0,960.0,1160.0,4180.0,1830.0,7430.0,3660.0,390.0,6570.0,1990.0,3800.0,5850.0,880.0,380.0,2500.0,110.0,3350.0,11240.0,2120.0,270.0,,4030.0,4460.0,300.0,3760.0,180.0,178480.0
75,79.0,0.017,17-2011,Aerospace Engineers,4470.0,,1910.0,,10800.0,2410.0,1780.0,,310.0,2490.0,2620.0,,,,370.0,210.0,,2370.0,130.0,,,3180.0,1080.0,1330.0,340.0,110.0,,40.0,110.0,360.0,70.0,1750.0,730.0,380.0,710.0,,4890.0,1170.0,110.0,1200.0,540.0,,,,310.0,7450.0,800.0,,,2350.0,,160.0,,,59040.0
76,80.0,0.018000000000000002,11-9121,Natural Sciences Managers,140.0,410.0,960.0,320.0,8210.0,1330.0,980.0,410.0,1030.0,950.0,1030.0,,240.0,370.0,1780.0,1820.0,350.0,160.0,290.0,310.0,240.0,2820.0,3360.0,,1360.0,160.0,870.0,330.0,200.0,180.0,140.0,4590.0,350.0,1900.0,2310.0,140.0,1130.0,260.0,1200.0,2860.0,,90.0,470.0,80.0,510.0,2000.0,910.0,70.0,,1240.0,1840.0,120.0,540.0,140.0,53500.0
77,81.0,0.018000000000000002,17-2081,Environmental Engineers,760.0,460.0,690.0,190.0,7360.0,1810.0,680.0,170.0,310.0,2530.0,1790.0,,190.0,530.0,1590.0,520.0,330.0,430.0,400.0,490.0,200.0,1340.0,2630.0,1490.0,900.0,400.0,950.0,340.0,370.0,310.0,150.0,1490.0,410.0,3300.0,1180.0,160.0,1210.0,710.0,620.0,3250.0,330.0,200.0,790.0,90.0,1130.0,2910.0,400.0,100.0,,1200.0,1560.0,320.0,720.0,240.0,52630.0
78,82.0,0.018000000000000002,17-1011,"Architects, Except Landscape and Naval",1110.0,210.0,1510.0,560.0,13560.0,3210.0,1060.0,170.0,1930.0,4800.0,2380.0,40.0,620.0,280.0,4790.0,1120.0,480.0,840.0,750.0,1090.0,200.0,2350.0,3050.0,2130.0,1830.0,270.0,1960.0,430.0,660.0,360.0,180.0,1790.0,520.0,12550.0,2010.0,260.0,2820.0,700.0,1620.0,3780.0,170.0,280.0,1050.0,100.0,990.0,8520.0,760.0,250.0,,2960.0,3520.0,160.0,1220.0,120.0,100080.0
79,83.0,0.018000000000000002,31-2021,Physical Therapist Assistants,1900.0,70.0,1540.0,1030.0,5040.0,1160.0,730.0,250.0,150.0,5340.0,1930.0,,290.0,310.0,4860.0,2270.0,960.0,1100.0,1770.0,1450.0,250.0,1480.0,2420.0,3960.0,1450.0,920.0,1920.0,150.0,670.0,510.0,580.0,1280.0,390.0,4200.0,2550.0,140.0,6210.0,1090.0,630.0,4510.0,660.0,340.0,1140.0,220.0,2730.0,6780.0,640.0,150.0,,2550.0,1170.0,800.0,1460.0,150.0,86250.0
80,84.0,0.019,17-2051,Civil Engineers,3970.0,1210.0,4870.0,1340.0,38440.0,8650.0,3280.0,810.0,990.0,16930.0,9400.0,340.0,2150.0,1940.0,10710.0,2890.0,1970.0,2130.0,2730.0,3170.0,1060.0,7610.0,7370.0,7590.0,4230.0,1630.0,4420.0,1590.0,1410.0,1900.0,1350.0,7450.0,1330.0,15450.0,7170.0,1200.0,7700.0,2200.0,3950.0,12490.0,1640.0,780.0,5400.0,1110.0,4990.0,26580.0,3250.0,740.0,,9410.0,11270.0,1390.0,5390.0,810.0,289780.0
81,85.0,0.02,29-1199,"Health Diagnosing and Treating Practitioners, All Other",,200.0,470.0,130.0,3670.0,940.0,340.0,30.0,440.0,2920.0,2080.0,,260.0,90.0,1990.0,1550.0,520.0,110.0,220.0,130.0,150.0,5140.0,660.0,520.0,1360.0,110.0,180.0,200.0,110.0,260.0,190.0,1080.0,210.0,2110.0,620.0,90.0,1080.0,90.0,930.0,450.0,270.0,,170.0,50.0,370.0,1310.0,150.0,120.0,,330.0,1180.0,110.0,520.0,40.0,36250.0
82,86.0,0.021,19-1013,Soil and Plant Scientists,40.0,40.0,230.0,50.0,2100.0,230.0,100.0,90.0,60.0,290.0,220.0,,110.0,180.0,470.0,130.0,1640.0,450.0,160.0,80.0,,170.0,50.0,330.0,650.0,100.0,320.0,210.0,730.0,,,60.0,50.0,190.0,1140.0,220.0,190.0,60.0,620.0,180.0,210.0,,,460.0,100.0,820.0,60.0,,,120.0,520.0,,450.0,40.0,14720.0
83,87.0,0.021,19-2032,Materials Scientists,80.0,,60.0,,1450.0,150.0,60.0,70.0,,130.0,,,,30.0,290.0,,,,40.0,130.0,,130.0,390.0,370.0,190.0,,120.0,,,90.0,70.0,150.0,100.0,370.0,230.0,,640.0,,40.0,390.0,,,50.0,,180.0,320.0,50.0,,,350.0,,40.0,70.0,,6830.0
84,88.0,0.021,17-2131,Materials Engineers,540.0,70.0,1090.0,50.0,3290.0,710.0,690.0,,160.0,560.0,460.0,,,190.0,740.0,870.0,100.0,160.0,90.0,60.0,80.0,700.0,780.0,1300.0,370.0,90.0,410.0,60.0,90.0,90.0,70.0,350.0,310.0,1220.0,550.0,,1590.0,190.0,,1420.0,,40.0,500.0,,710.0,2100.0,400.0,,,490.0,,70.0,560.0,,24370.0
85,89.0,0.021,27-1022,Fashion Designers,,,,,6610.0,120.0,50.0,,,470.0,260.0,,30.0,50.0,160.0,40.0,,210.0,60.0,,70.0,,360.0,210.0,110.0,,130.0,,,,90.0,290.0,50.0,7590.0,180.0,,,,240.0,230.0,,,30.0,,60.0,460.0,50.0,30.0,,50.0,280.0,,140.0,,18710.0
86,90.0,0.021,29-1123,Physical Therapists,2460.0,460.0,3150.0,1940.0,19910.0,4740.0,3800.0,760.0,670.0,12480.0,5240.0,,890.0,1000.0,11030.0,4570.0,1850.0,1710.0,2480.0,2970.0,1390.0,4850.0,8420.0,8300.0,4030.0,1700.0,4010.0,950.0,1600.0,1580.0,1520.0,6920.0,1300.0,16390.0,5990.0,640.0,7570.0,1920.0,2660.0,10700.0,420.0,910.0,2670.0,730.0,4330.0,14910.0,1720.0,740.0,,5790.0,4550.0,1190.0,4440.0,420.0,217370.0
87,91.0,0.021,27-4021,Photographers,470.0,50.0,880.0,380.0,6630.0,690.0,610.0,80.0,180.0,3680.0,1310.0,,440.0,180.0,2000.0,1080.0,550.0,420.0,470.0,360.0,110.0,970.0,1210.0,1340.0,920.0,200.0,1180.0,90.0,410.0,740.0,160.0,1350.0,230.0,3830.0,1730.0,80.0,1830.0,690.0,500.0,1660.0,130.0,200.0,550.0,110.0,930.0,3040.0,680.0,110.0,,950.0,1280.0,140.0,920.0,60.0,48790.0
88,92.0,0.022000000000000002,27-2012,Producers and Directors,550.0,150.0,1190.0,320.0,28230.0,1680.0,1930.0,80.0,1900.0,5960.0,4360.0,,690.0,180.0,3290.0,960.0,660.0,530.0,920.0,960.0,250.0,1730.0,2430.0,2180.0,1070.0,270.0,1370.0,230.0,350.0,980.0,200.0,1670.0,350.0,23500.0,1940.0,220.0,1790.0,630.0,1050.0,2510.0,420.0,260.0,810.0,140.0,1380.0,5640.0,710.0,290.0,,2030.0,2490.0,240.0,1180.0,100.0,114950.0
89,93.0,0.022000000000000002,27-1025,Interior Designers,490.0,40.0,780.0,210.0,7390.0,1580.0,810.0,180.0,880.0,4730.0,1700.0,,70.0,150.0,2400.0,800.0,390.0,390.0,410.0,400.0,160.0,1300.0,1530.0,1480.0,770.0,230.0,1190.0,60.0,240.0,500.0,160.0,1720.0,120.0,2970.0,1120.0,200.0,1830.0,440.0,620.0,1520.0,30.0,170.0,470.0,140.0,840.0,4970.0,470.0,60.0,,1210.0,1510.0,100.0,1200.0,40.0,53170.0
90,94.0,0.023,29-1023,Orthodontists,,,,30.0,710.0,,,,,510.0,,,,70.0,250.0,100.0,,,120.0,,,260.0,320.0,90.0,,70.0,,,,,,190.0,,150.0,150.0,,260.0,,,120.0,,,,,40.0,360.0,,,,,,,,,3800.0
91,95.0,0.023,27-1011,Art Directors,280.0,,400.0,60.0,6500.0,750.0,640.0,40.0,650.0,1120.0,530.0,,140.0,60.0,1730.0,300.0,170.0,330.0,230.0,220.0,100.0,340.0,1060.0,1070.0,760.0,110.0,870.0,,230.0,190.0,100.0,570.0,90.0,7950.0,320.0,30.0,1170.0,140.0,980.0,1210.0,150.0,60.0,180.0,,280.0,1740.0,350.0,80.0,,680.0,770.0,40.0,500.0,,36270.0
92,96.0,0.025,33-1011,First-Line Supervisors of Correctional Officers,440.0,80.0,1580.0,360.0,4580.0,,700.0,,50.0,1910.0,,,50.0,340.0,1550.0,1250.0,280.0,300.0,900.0,1160.0,170.0,2120.0,110.0,1030.0,540.0,390.0,560.0,150.0,390.0,290.0,100.0,580.0,540.0,3940.0,1160.0,170.0,580.0,590.0,410.0,1330.0,500.0,,390.0,50.0,810.0,4180.0,320.0,50.0,,2180.0,870.0,110.0,790.0,100.0,41030.0
93,97.0,0.025,21-2021,"Directors, Religious Activities and Education",,40.0,,90.0,3820.0,180.0,70.0,,180.0,1190.0,490.0,,410.0,50.0,1210.0,240.0,100.0,30.0,40.0,,,380.0,200.0,1730.0,340.0,70.0,90.0,450.0,70.0,,,210.0,,3350.0,130.0,,360.0,50.0,1550.0,1410.0,60.0,110.0,90.0,50.0,90.0,530.0,60.0,,,560.0,150.0,50.0,110.0,,20390.0
94,98.0,0.025,17-2072,"Electronics Engineers, Except Computer",2250.0,150.0,5490.0,300.0,27690.0,5940.0,,120.0,,5220.0,5830.0,,470.0,,3120.0,2640.0,300.0,980.0,550.0,730.0,210.0,4750.0,3780.0,3030.0,1500.0,520.0,1920.0,90.0,200.0,820.0,500.0,3770.0,1160.0,3450.0,2990.0,90.0,3710.0,1840.0,1800.0,3450.0,640.0,1160.0,1310.0,120.0,1000.0,12900.0,1520.0,70.0,,4770.0,3560.0,240.0,950.0,100.0,129700.0
95,99.0,0.027000000000000003,19-1021,Biochemists and Biophysicists,30.0,,,50.0,4960.0,430.0,410.0,140.0,,860.0,,,,30.0,1260.0,240.0,110.0,40.0,370.0,,230.0,1640.0,,550.0,1020.0,,,,110.0,,110.0,3540.0,,1530.0,810.0,,,50.0,140.0,1270.0,50.0,,50.0,,250.0,1160.0,210.0,,,500.0,300.0,,440.0,,22890.0
96,100.0,0.027000000000000003,29-1011,Chiropractors,270.0,90.0,860.0,330.0,2970.0,970.0,200.0,130.0,,2070.0,1060.0,,80.0,230.0,1650.0,540.0,730.0,510.0,400.0,400.0,140.0,470.0,580.0,1440.0,850.0,110.0,590.0,200.0,420.0,260.0,90.0,740.0,90.0,1840.0,780.0,250.0,1170.0,410.0,660.0,1460.0,70.0,110.0,470.0,160.0,400.0,2150.0,370.0,70.0,,810.0,910.0,90.0,1290.0,80.0,33020.0
97,101.0,0.027999999999999997,31-2011,Occupational Therapy Assistants,500.0,,490.0,270.0,1900.0,550.0,480.0,90.0,40.0,2280.0,780.0,,60.0,90.0,2460.0,1180.0,420.0,490.0,500.0,620.0,150.0,560.0,1270.0,1140.0,500.0,280.0,970.0,60.0,200.0,130.0,190.0,360.0,140.0,2300.0,1360.0,100.0,3480.0,490.0,230.0,2350.0,,240.0,350.0,90.0,930.0,3750.0,140.0,80.0,,1040.0,380.0,310.0,1320.0,80.0,38170.0
98,102.0,0.027999999999999997,21-1021,"Child, Family, and School Social Workers",3410.0,1290.0,6270.0,1450.0,30310.0,6460.0,5650.0,1200.0,2090.0,9780.0,6670.0,60.0,1790.0,1470.0,12150.0,6100.0,3140.0,2320.0,7800.0,1090.0,1500.0,4720.0,11970.0,13490.0,7210.0,2560.0,8070.0,1420.0,2340.0,3230.0,460.0,6310.0,2090.0,22630.0,10140.0,710.0,9150.0,6890.0,3230.0,18580.0,3660.0,1740.0,3440.0,1620.0,4790.0,16640.0,1920.0,1500.0,,8620.0,6160.0,1030.0,3470.0,770.0,302560.0
99,103.0,0.027999999999999997,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",410.0,230.0,400.0,200.0,2790.0,430.0,140.0,120.0,160.0,910.0,1260.0,,160.0,120.0,660.0,470.0,140.0,180.0,190.0,650.0,80.0,720.0,640.0,690.0,490.0,150.0,420.0,100.0,80.0,290.0,70.0,370.0,300.0,1830.0,490.0,70.0,530.0,550.0,160.0,930.0,40.0,,620.0,80.0,850.0,2990.0,230.0,70.0,,610.0,520.0,130.0,710.0,,25430.0
100,104.0,0.028999999999999998,17-2112,Industrial Engineers,4930.0,60.0,4200.0,1500.0,24390.0,3260.0,4570.0,480.0,240.0,9750.0,6310.0,,60.0,910.0,13270.0,8870.0,2530.0,2210.0,4590.0,1750.0,690.0,2660.0,8340.0,26660.0,8660.0,1630.0,4600.0,200.0,1310.0,410.0,1310.0,3660.0,920.0,10290.0,8270.0,410.0,14720.0,1680.0,3690.0,9310.0,2980.0,590.0,6860.0,530.0,6440.0,16060.0,1850.0,550.0,,3650.0,7680.0,520.0,8330.0,200.0,259540.0
101,105.0,0.028999999999999998,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,3650.0,390.0,2810.0,2550.0,19800.0,3200.0,1890.0,680.0,480.0,10960.0,6560.0,90.0,1230.0,750.0,5760.0,5100.0,2290.0,2650.0,3660.0,3850.0,840.0,4790.0,3710.0,4700.0,3000.0,1890.0,3240.0,870.0,1490.0,1670.0,630.0,6290.0,1260.0,11020.0,8560.0,1030.0,7100.0,2950.0,2410.0,8610.0,1370.0,500.0,3100.0,400.0,4980.0,22110.0,1250.0,620.0,,5230.0,4890.0,1210.0,3310.0,860.0,204240.0
102,106.0,0.028999999999999998,29-2056,Veterinary Technologists and Technicians,980.0,190.0,1790.0,350.0,9070.0,3660.0,1720.0,380.0,120.0,8510.0,2940.0,,350.0,580.0,3840.0,1370.0,740.0,600.0,1480.0,1120.0,740.0,2890.0,2940.0,3000.0,2460.0,630.0,1530.0,340.0,710.0,590.0,890.0,2900.0,750.0,4280.0,3080.0,200.0,3370.0,840.0,1770.0,5060.0,90.0,290.0,1740.0,260.0,1280.0,9490.0,1030.0,410.0,,1650.0,1760.0,440.0,2050.0,240.0,99490.0
103,107.0,0.03,11-3051,Industrial Production Managers,3110.0,110.0,2530.0,1700.0,19120.0,1100.0,2800.0,290.0,40.0,4810.0,4940.0,40.0,220.0,570.0,7630.0,6390.0,3220.0,1800.0,4020.0,1420.0,620.0,1280.0,5220.0,10410.0,5590.0,1650.0,3370.0,100.0,1080.0,780.0,970.0,4930.0,470.0,4780.0,5230.0,460.0,10820.0,2320.0,2900.0,5850.0,1080.0,410.0,2920.0,400.0,5030.0,10150.0,1840.0,400.0,,2400.0,2500.0,700.0,6720.0,290.0,169530.0
104,108.0,0.03,17-3026,Industrial Engineering Technicians,1130.0,70.0,1910.0,350.0,4040.0,750.0,1040.0,60.0,,2070.0,1010.0,,,220.0,1900.0,2820.0,530.0,570.0,960.0,320.0,360.0,650.0,2090.0,4790.0,2950.0,410.0,1100.0,40.0,310.0,100.0,420.0,470.0,,3170.0,2890.0,230.0,3200.0,710.0,630.0,2570.0,1480.0,100.0,1440.0,130.0,4380.0,3290.0,680.0,1260.0,,890.0,,110.0,1690.0,,62290.0
105,109.0,0.03,15-1142,Network and Computer Systems Administrators,4410.0,1010.0,7060.0,3140.0,42450.0,10880.0,3530.0,1230.0,2710.0,17420.0,11310.0,80.0,1390.0,1440.0,14170.0,7590.0,3590.0,5040.0,3280.0,2780.0,1510.0,14340.0,10260.0,8450.0,9180.0,1140.0,8180.0,650.0,2920.0,1330.0,1940.0,11620.0,1970.0,24600.0,11740.0,690.0,13760.0,2680.0,3220.0,14010.0,820.0,1750.0,5160.0,1650.0,5430.0,32090.0,3560.0,1360.0,60.0,19470.0,9080.0,1110.0,7010.0,530.0,377780.0
106,110.0,0.03,15-1141,Database Administrators,1600.0,210.0,2770.0,700.0,12370.0,2430.0,1400.0,610.0,950.0,7310.0,4940.0,,260.0,410.0,4450.0,1750.0,690.0,980.0,1130.0,510.0,300.0,3660.0,2940.0,2680.0,2420.0,360.0,2360.0,190.0,910.0,710.0,430.0,3310.0,400.0,6650.0,2780.0,170.0,4190.0,830.0,1000.0,5680.0,480.0,430.0,1070.0,100.0,1220.0,12010.0,940.0,230.0,,5830.0,2070.0,430.0,1770.0,190.0,114210.0
