Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
IWD Region 13 (Council Bluffs Area),11-1011,Chief Executives,100,Annual wage or salary,$146637.00,$31048.00,$204432.00,$25629.00,$37173.00,$133249.00,,
IWD Region 13 (Council Bluffs Area),11-1011,Chief Executives,100,Hourly wage,$70.50,$14.93,$98.28,$12.32,$17.87,$64.06,,
IWD Region 14 (Creston Area),11-1011,Chief Executives,20,Annual wage or salary,$100966.00,$28479.00,$137210.00,$27065.00,$29705.00,$36716.00,$157590.00,
IWD Region 14 (Creston Area),11-1011,Chief Executives,20,Hourly wage,$48.54,$13.69,$65.97,$13.01,$14.28,$17.65,$75.76,
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1011,Chief Executives,310,Annual wage or salary,$199169.00,$68321.00,$264593.00,$37528.00,$101086.00,,,
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1011,Chief Executives,310,Hourly wage,$95.75,$32.85,$127.21,$18.04,$48.60,,,
IWD Region 11 (Des Moines Area),11-1011,Chief Executives,660,Annual wage or salary,$210302.00,$95079.00,$267913.00,$75064.00,$128833.00,,,
"Cedar Rapids, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,2610,Annual wage or salary,$103545.00,$45415.00,$132610.00,$37714.00,$56482.00,$91718.00,$133775.00,$186149.00
"Cedar Rapids, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,2610,Hourly wage,$49.78,$21.83,$63.75,$18.13,$27.15,$44.10,$64.31,$89.49
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",11-1021,General and Operations Managers,1610,Annual wage or salary,$91714.00,$35726.00,$119708.00,$30101.00,$45129.00,$73255.00,$121093.00,$183048.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",11-1021,General and Operations Managers,1610,Hourly wage,$44.09,$17.18,$57.55,$14.47,$21.70,$35.22,$58.22,$88.00
"Des Moines, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,6930,Annual wage or salary,$111202.00,$49248.00,$142178.00,$41175.00,$60676.00,$89958.00,$134044.00,
"Des Moines, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,6930,Hourly wage,$53.46,$23.68,$68.35,$19.80,$29.17,$43.25,$64.44,
"Ames, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,700,Annual wage or salary,$93577.00,$47916.00,$116407.00,$36254.00,$62597.00,$82812.00,$110875.00,$153515.00
"Ames, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,700,Hourly wage,$44.99,$23.04,$55.96,$17.43,$30.09,$39.81,$53.31,$73.81
Iowa,11-1021,General and Operations Managers,25900,Annual wage or salary,$93601.00,$41411.00,$119696.00,$34318.00,$51901.00,$75835.00,$115042.00,$174099.00
Iowa,11-1021,General and Operations Managers,25900,Hourly wage,$45.00,$19.91,$57.55,$16.50,$24.95,$36.46,$55.31,$83.70
Southeast Iowa,11-1021,General and Operations Managers,3600,Annual wage or salary,$88218.00,$37806.00,$113424.00,$32020.00,$46843.00,$70192.00,$109060.00,$164458.00
Southeast Iowa,11-1021,General and Operations Managers,3600,Hourly wage,$42.41,$18.18,$54.53,$15.39,$22.52,$33.75,$52.43,$79.07
Southwest Iowa,11-1021,General and Operations Managers,1260,Annual wage or salary,$71650.00,$35197.00,$89876.00,$30778.00,$43080.00,$62650.00,$91882.00,$128644.00
Southwest Iowa,11-1021,General and Operations Managers,1260,Hourly wage,$34.45,$16.92,$43.21,$14.80,$20.71,$30.12,$44.17,$61.85
Northwest Iowa,11-1021,General and Operations Managers,2410,Annual wage or salary,$83325.00,$44129.00,$102923.00,$35741.00,$55030.00,$72624.00,$95477.00,$133191.00
Northwest Iowa,11-1021,General and Operations Managers,2410,Hourly wage,$40.06,$21.22,$49.48,$17.18,$26.46,$34.92,$45.90,$64.03
"Iowa City, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,1240,Annual wage or salary,$88170.00,$38749.00,$112880.00,$33357.00,$46390.00,$70238.00,$97627.00,$163085.00
"Iowa City, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,1240,Hourly wage,$42.39,$18.63,$54.27,$16.04,$22.30,$33.77,$46.94,$78.41
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1021,General and Operations Managers,970,Annual wage or salary,$87704.00,$41602.00,$110755.00,$36014.00,$49650.00,$70499.00,$101436.00,$156130.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1021,General and Operations Managers,970,Hourly wage,$42.17,$20.00,$53.25,$17.31,$23.87,$33.89,$48.77,$75.06
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,1340,Annual wage or salary,$91559.00,$40447.00,$117115.00,$35577.00,$47640.00,$68797.00,$111501.00,$177115.00
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,1340,Hourly wage,$44.02,$19.45,$56.31,$17.10,$22.90,$33.08,$53.61,$85.15
Northeast Iowa,11-1021,General and Operations Managers,1610,Annual wage or salary,$75964.00,$35479.00,$96206.00,$23342.00,$47413.00,$66831.00,$90611.00,$131235.00
Northeast Iowa,11-1021,General and Operations Managers,1610,Hourly wage,$36.52,$17.06,$46.25,$11.22,$22.79,$32.13,$43.56,$63.09
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",11-1021,General and Operations Managers,710,Annual wage or salary,$72335.00,$36857.00,$90074.00,$31091.00,$44668.00,$61525.00,$85375.00,$120089.00
"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",11-1021,General and Operations Managers,710,Hourly wage,$34.78,$17.72,$43.30,$14.95,$21.48,$29.58,$41.05,$57.73
"Dubuque, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,900,Annual wage or salary,$77933.00,$32558.00,$100620.00,$23944.00,$41355.00,$62002.00,$97460.00,$135058.00
"Dubuque, IA Metropolitan Statistical Area",11-1021,General and Operations Managers,900,Hourly wage,$37.47,$15.65,$48.38,$11.51,$19.88,$29.81,$46.86,$64.93
IWD Region 08 (Carroll Area),11-1021,General and Operations Managers,520,Annual wage or salary,$72916.00,$33688.00,$92530.00,$29981.00,$39856.00,$64822.00,$92067.00,$128086.00
IWD Region 08 (Carroll Area),11-1021,General and Operations Managers,520,Hourly wage,$35.06,$16.20,$44.49,$14.41,$19.16,$31.16,$44.26,$61.58
IWD Region 09 (Davenport Area),11-1021,General and Operations Managers,2450,Annual wage or salary,$92458.00,$38514.00,$119430.00,$32939.00,$48121.00,$74087.00,$117823.00,$180444.00
IWD Region 09 (Davenport Area),11-1021,General and Operations Managers,2450,Hourly wage,$44.45,$18.52,$57.42,$15.84,$23.14,$35.62,$56.65,$86.75
IWD Region 07 (Waterloo Area),11-1021,General and Operations Managers,1500,Annual wage or salary,$90432.00,$40669.00,$115313.00,$35701.00,$48265.00,$69453.00,$108008.00,$171480.00
IWD Region 07 (Waterloo Area),11-1021,General and Operations Managers,1500,Hourly wage,$43.48,$19.55,$55.44,$17.16,$23.20,$33.39,$51.93,$82.44
IWD Region 06 (Marshalltown Area),11-1021,General and Operations Managers,740,Annual wage or salary,$89764.00,$40252.00,$114520.00,$37156.00,$48433.00,$73771.00,$114026.00,$161439.00
IWD Region 06 (Marshalltown Area),11-1021,General and Operations Managers,740,Hourly wage,$43.16,$19.35,$55.06,$17.86,$23.29,$35.47,$54.82,$77.61
IWD Region 05 (Ft Dodge-Webster City Area),11-1021,General and Operations Managers,710,Annual wage or salary,$86279.00,$43714.00,$107562.00,$31799.00,$56912.00,$74255.00,$95999.00,$133690.00
IWD Region 05 (Ft Dodge-Webster City Area),11-1021,General and Operations Managers,710,Hourly wage,$41.48,$21.02,$51.71,$15.29,$27.36,$35.70,$46.15,$64.27
IWD Region 01 (Dubuque-Decorah Area),11-1021,General and Operations Managers,1610,Annual wage or salary,$75946.00,$32476.00,$97681.00,$21796.00,$43604.00,$63697.00,$92783.00,$133425.00
IWD Region 01 (Dubuque-Decorah Area),11-1021,General and Operations Managers,1610,Hourly wage,$36.51,$15.61,$46.96,$10.48,$20.96,$30.62,$44.61,$64.15
IWD Region 02 (Mason City Area),11-1021,General and Operations Managers,730,Annual wage or salary,$79587.00,$36896.00,$100932.00,$25780.00,$46721.00,$68996.00,$96272.00,$138920.00
IWD Region 02 (Mason City Area),11-1021,General and Operations Managers,730,Hourly wage,$38.26,$17.74,$48.53,$12.39,$22.46,$33.17,$46.28,$66.79
IWD Region 3/4 (Spencer Area),11-1021,General and Operations Managers,1430,Annual wage or salary,$81761.00,$44647.00,$100318.00,$37579.00,$54570.00,$71592.00,$95067.00,$131127.00
IWD Region 3/4 (Spencer Area),11-1021,General and Operations Managers,1430,Hourly wage,$39.31,$21.47,$48.23,$18.07,$26.24,$34.42,$45.71,$63.04
IWD Region 15 (Ottumwa Area),11-1021,General and Operations Managers,690,Annual wage or salary,$72527.00,$33194.00,$92194.00,$25187.00,$42256.00,$58235.00,$80926.00,$127854.00
Northeast Iowa,11-1031,Legislators,50,Hourly wage,,,,,,,,
IWD Region 15 (Ottumwa Area),11-1021,General and Operations Managers,690,Hourly wage,$34.87,$15.96,$44.32,$12.11,$20.32,$28.00,$38.91,$61.47
IWD Region 16 (Burlington-Ft Madison Area),11-1021,General and Operations Managers,840,Annual wage or salary,$96970.00,$40669.00,$125120.00,$30487.00,$52589.00,$79127.00,$124726.00,$182376.00
IWD Region 16 (Burlington-Ft Madison Area),11-1021,General and Operations Managers,840,Hourly wage,$46.62,$19.55,$60.15,$14.66,$25.28,$38.04,$59.96,$87.68
IWD Region 11 (Des Moines Area),11-1021,General and Operations Managers,8140,Annual wage or salary,$108003.00,$47757.00,$138126.00,$39513.00,$59574.00,$87043.00,$129485.00,
IWD Region 11 (Des Moines Area),11-1021,General and Operations Managers,8140,Hourly wage,$51.92,$22.96,$66.41,$19.00,$28.64,$41.85,$62.25,
IWD Region 12 (Sioux City Area),11-1021,General and Operations Managers,1120,Annual wage or salary,$86676.00,$41290.00,$109369.00,$35683.00,$49175.00,$70225.00,$99252.00,$155551.00
IWD Region 12 (Sioux City Area),11-1021,General and Operations Managers,1120,Hourly wage,$41.67,$19.85,$52.58,$17.16,$23.64,$33.76,$47.72,$74.78
IWD Region 13 (Council Bluffs Area),11-1021,General and Operations Managers,1030,Annual wage or salary,$73200.00,$37756.00,$90921.00,$31592.00,$45731.00,$62531.00,$90125.00,$125133.00
IWD Region 13 (Council Bluffs Area),11-1021,General and Operations Managers,1030,Hourly wage,$35.19,$18.15,$43.71,$15.19,$21.99,$30.06,$43.33,$60.16
IWD Region 14 (Creston Area),11-1021,General and Operations Managers,280,Annual wage or salary,$72357.00,$33620.00,$91725.00,$27919.00,$42685.00,$59993.00,$93425.00,$139892.00
IWD Region 14 (Creston Area),11-1021,General and Operations Managers,280,Hourly wage,$34.79,$16.16,$44.10,$13.42,$20.52,$28.84,$44.92,$67.26
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1021,General and Operations Managers,4090,Annual wage or salary,$96430.00,$41260.00,$124014.00,$34685.00,$50673.00,$81088.00,$122524.00,$179916.00
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1021,General and Operations Managers,4090,Hourly wage,$46.36,$19.84,$59.62,$16.68,$24.36,$38.98,$58.91,$86.50
"Cedar Rapids, IA Metropolitan Statistical Area",11-1031,Legislators,,Annual wage or salary,$20747.00,$17048.00,$22596.00,$15968.00,$16906.00,$18470.00,$23939.00,$29962.00
"Cedar Rapids, IA Metropolitan Statistical Area",11-1031,Legislators,,Hourly wage,,,,,,,,
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",11-1031,Legislators,20,Annual wage or salary,$18704.00,$17335.00,$19388.00,$16226.00,$16940.00,$18128.00,$19317.00,$20328.00
"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical",11-1031,Legislators,20,Hourly wage,,,,,,,,
"Des Moines, IA Metropolitan Statistical Area",11-1031,Legislators,750,Annual wage or salary,$94289.00,$42946.00,$119960.00,$26463.00,$37003.00,$111704.00,$121549.00,$127456.00
"Des Moines, IA Metropolitan Statistical Area",11-1031,Legislators,750,Hourly wage,,,,,,,,
Iowa,11-1031,Legislators,1400,Annual wage or salary,$66087.00,$18946.00,$89657.00,$17132.00,$20502.00,$36312.00,$114003.00,$124787.00
Iowa,11-1031,Legislators,1400,Hourly wage,,,,,,,,
Southeast Iowa,11-1031,Legislators,290,Annual wage or salary,$38140.00,$16833.00,$48794.00,$16050.00,$17401.00,$21462.00,$36128.00,$63617.00
Southeast Iowa,11-1031,Legislators,290,Hourly wage,,,,,,,,
Southwest Iowa,11-1031,Legislators,60,Annual wage or salary,$34799.00,$17150.00,$43623.00,$16689.00,$18386.00,$27774.00,$42788.00,$65935.00
Southwest Iowa,11-1031,Legislators,60,Hourly wage,,,,,,,,
Northwest Iowa,11-1031,Legislators,100,Annual wage or salary,$23025.00,$17447.00,$25814.00,$16554.00,$17831.00,$19888.00,$24821.00,$36179.00
Northwest Iowa,11-1031,Legislators,100,Hourly wage,,,,,,,,
"Iowa City, IA Metropolitan Statistical Area",11-1031,Legislators,20,Annual wage or salary,$50969.00,$16925.00,$67990.00,$16079.00,$17341.00,$19750.00,$89202.00,$102916.00
"Iowa City, IA Metropolitan Statistical Area",11-1031,Legislators,20,Hourly wage,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1031,Legislators,10,Annual wage or salary,,,,,,,,
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-1031,Legislators,10,Hourly wage,,,,,,,,
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-1031,Legislators,20,Annual wage or salary,,,,,,,,
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-1031,Legislators,20,Hourly wage,,,,,,,,
Northeast Iowa,11-1031,Legislators,50,Annual wage or salary,$28315.00,$17523.00,$33711.00,$16774.00,$18758.00,$27652.00,$30982.00,$36914.00
"Dubuque, IA Metropolitan Statistical Area",11-1031,Legislators,20,Annual wage or salary,$18883.00,$17513.00,$19569.00,$16555.00,$17519.00,$19125.00,$20515.00,$22998.00
"Dubuque, IA Metropolitan Statistical Area",11-1031,Legislators,20,Hourly wage,,,,,,,,
IWD Region 09 (Davenport Area),11-1031,Legislators,30,Annual wage or salary,$19504.00,$17174.00,$20670.00,$16108.00,$16907.00,$18238.00,$19752.00,$28321.00
IWD Region 09 (Davenport Area),11-1031,Legislators,30,Hourly wage,,,,,,,,
IWD Region 07 (Waterloo Area),11-1031,Legislators,20,Annual wage or salary,$39052.00,$16817.00,$50169.00,$16173.00,$17754.00,$26921.00,$36242.00,$54304.00
IWD Region 07 (Waterloo Area),11-1031,Legislators,20,Hourly wage,,,,,,,,
IWD Region 06 (Marshalltown Area),11-1031,Legislators,30,Annual wage or salary,$71911.00,$31682.00,$92026.00,$29528.00,$36619.00,$84306.00,$105790.00,$120000.00
IWD Region 06 (Marshalltown Area),11-1031,Legislators,30,Hourly wage,,,,,,,,
IWD Region 05 (Ft Dodge-Webster City Area),11-1031,Legislators,10,Annual wage or salary,$39946.00,$36166.00,$41836.00,$33285.00,$34968.00,$37772.00,$40576.00,$54437.00
IWD Region 05 (Ft Dodge-Webster City Area),11-1031,Legislators,10,Hourly wage,,,,,,,,
IWD Region 01 (Dubuque-Decorah Area),11-1031,Legislators,50,Annual wage or salary,$25967.00,$17382.00,$30260.00,$16731.00,$18229.00,$22279.00,$29339.00,$33973.00
IWD Region 01 (Dubuque-Decorah Area),11-1031,Legislators,50,Hourly wage,,,,,,,,
IWD Region 02 (Mason City Area),11-1031,Legislators,20,Annual wage or salary,$21172.00,$17441.00,$23037.00,$16444.00,$17400.00,$18995.00,$26839.00,$30356.00
IWD Region 02 (Mason City Area),11-1031,Legislators,20,Hourly wage,,,,,,,,
IWD Region 3/4 (Spencer Area),11-1031,Legislators,,Annual wage or salary,$21046.00,$17404.00,$22868.00,$16354.00,$17437.00,$19241.00,$23145.00,$29041.00
IWD Region 3/4 (Spencer Area),11-1031,Legislators,,Hourly wage,,,,,,,,
IWD Region 15 (Ottumwa Area),11-1031,Legislators,,Annual wage or salary,$27500.00,$22627.00,$29936.00,$20858.00,$21956.00,$23787.00,$26005.00,$50571.00
IWD Region 15 (Ottumwa Area),11-1031,Legislators,,Hourly wage,,,,,,,,
IWD Region 11 (Des Moines Area),11-1031,Legislators,780,Annual wage or salary,$93751.00,$38735.00,$121259.00,$26337.00,$36458.00,$111140.00,$121382.00,$127527.00
IWD Region 11 (Des Moines Area),11-1031,Legislators,780,Hourly wage,,,,,,,,
IWD Region 12 (Sioux City Area),11-1031,Legislators,20,Annual wage or salary,,,,,,,,
IWD Region 12 (Sioux City Area),11-1031,Legislators,20,Hourly wage,,,,,,,,
IWD Region 13 (Council Bluffs Area),11-1031,Legislators,20,Annual wage or salary,$28272.00,$17334.00,$33741.00,$16835.00,$18428.00,$26552.00,$40911.00,$46577.00
IWD Region 13 (Council Bluffs Area),11-1031,Legislators,20,Hourly wage,,,,,,,,
IWD Region 14 (Creston Area),11-1031,Legislators,30,Annual wage or salary,$32165.00,$17008.00,$39743.00,$16157.00,$17277.00,$19142.00,$52070.00,$66325.00
IWD Region 14 (Creston Area),11-1031,Legislators,30,Hourly wage,,,,,,,,
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1031,Legislators,70,Annual wage or salary,$31198.00,$17013.00,$38290.00,$16105.00,$17297.00,$19292.00,$28707.00,$45938.00
IWD Region 10 (Cedar Rapids-Iowa City Area),11-1031,Legislators,70,Hourly wage,,,,,,,,
"Cedar Rapids, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,10,Annual wage or salary,$76150.00,$43178.00,$92636.00,$41107.00,$48236.00,$80220.00,$103174.00,$118837.00
"Cedar Rapids, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,10,Hourly wage,$36.61,$20.76,$44.54,$19.76,$23.19,$38.57,$49.60,$57.13
"Des Moines, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,100,Annual wage or salary,$103700.00,$66841.00,$122129.00,$60406.00,$77090.00,$98988.00,$122930.00,$153030.00
"Des Moines, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,100,Hourly wage,$49.86,$32.14,$58.72,$29.04,$37.06,$47.59,$59.10,$73.57
Iowa,11-2011,Advertising and Promotions Managers,230,Annual wage or salary,$84333.00,$45536.00,$103732.00,$40646.00,$51423.00,$82816.00,$106581.00,$130026.00
Iowa,11-2011,Advertising and Promotions Managers,230,Hourly wage,$40.54,$21.89,$49.87,$19.54,$24.72,$39.82,$51.24,$62.51
Southeast Iowa,11-2011,Advertising and Promotions Managers,,Annual wage or salary,$73543.00,$36668.00,$91981.00,$34782.00,$38054.00,$65201.00,$105688.00,$128075.00
Southeast Iowa,11-2011,Advertising and Promotions Managers,,Hourly wage,$35.36,$17.63,$44.22,$16.72,$18.30,$31.35,$50.81,$61.57
Northwest Iowa,11-2011,Advertising and Promotions Managers,,Annual wage or salary,$85276.00,$41942.00,$106943.00,$39601.00,$46352.00,$90447.00,$107056.00,$142849.00
Northwest Iowa,11-2011,Advertising and Promotions Managers,,Hourly wage,$41.00,$20.16,$51.41,$19.04,$22.28,$43.48,$51.47,$68.68
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,20,Annual wage or salary,$63790.00,$45769.00,$72801.00,$42913.00,$45948.00,$51035.00,$88082.00,$103977.00
"Sioux City, IA-NE-SD Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,20,Hourly wage,$30.67,$22.00,$35.00,$20.63,$22.09,$24.54,$42.35,$49.99
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,20,Annual wage or salary,,,,,,,,
"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",11-2011,Advertising and Promotions Managers,20,Hourly wage,,,,,,,,
IWD Region 09 (Davenport Area),11-2011,Advertising and Promotions Managers,20,Annual wage or salary,$59301.00,$36668.00,$70618.00,$34153.00,$36481.00,$40361.00,$77567.00,$110548.00
IWD Region 09 (Davenport Area),11-2011,Advertising and Promotions Managers,20,Hourly wage,$28.51,$17.63,$33.95,$16.42,$17.54,$19.40,$37.29,$53.15
IWD Region 07 (Waterloo Area),11-2011,Advertising and Promotions Managers,20,Annual wage or salary,$62141.00,$40557.00,$72933.00,$36668.00,$43621.00,$54639.00,$78102.00,$101261.00
IWD Region 07 (Waterloo Area),11-2011,Advertising and Promotions Managers,20,Hourly wage,$29.88,$19.50,$35.06,$17.63,$20.97,$26.27,$37.55,$48.68
IWD Region 01 (Dubuque-Decorah Area),11-2011,Advertising and Promotions Managers,10,Annual wage or salary,$49845.00,$36053.00,$56741.00,$33902.00,$36584.00,$40814.00,$53447.00,$90650.00
IWD Region 01 (Dubuque-Decorah Area),11-2011,Advertising and Promotions Managers,10,Hourly wage,$23.96,$17.33,$27.28,$16.30,$17.59,$19.62,$25.70,$43.58
IWD Region 3/4 (Spencer Area),11-2011,Advertising and Promotions Managers,,Annual wage or salary,$85276.00,$41942.00,$106943.00,$39601.00,$46352.00,$90447.00,$107056.00,$142849.00
IWD Region 3/4 (Spencer Area),11-2011,Advertising and Promotions Managers,,Hourly wage,$41.00,$20.16,$51.41,$19.04,$22.28,$43.48,$51.47,$68.68
IWD Region 11 (Des Moines Area),11-2011,Advertising and Promotions Managers,100,Annual wage or salary,$102998.00,$67360.00,$120818.00,$61307.00,$77493.00,$98111.00,$121614.00,$151004.00
IWD Region 11 (Des Moines Area),11-2011,Advertising and Promotions Managers,100,Hourly wage,$49.52,$32.38,$58.09,$29.47,$37.26,$47.17,$58.47,$72.60
